Dataset,Region,Type,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
28,Mangaung Municipality,City,0.311,,,,,0.401,,,,,,,,,,0.28,,,,,,,,
28,Msunduzi Municipality,City,0.043,,,,,0.041,,,,,,,,,,0.036,,,,,,,,
29,City of Johannesburg,City,,,,,,,,,,,,,,,,0.91,,,,,,,,
29,City of Tshwane,City,,,,,,,,,,,,,,,,0.94,,,,,,,,
29,City of Cape Town,City,,,,,,,,,,,,,,,,0.93,,,,,,,,
29,EThekwini Municipality,City,,,,,,,,,,,,,,,,0.95,,,,,,,,
29,Ekurhuleni Municipality,City,,,,,,,,,,,,,,,,0.91,,,,,,,,
29,Nelson Mandela Bay Municipality,City,,,,,,,,,,,,,,,,0.91,,,,,,,,
29,Buffalo City Municipality,City,,,,,,,,,,,,,,,,0.9,,,,,,,,
29,Mangaung Municipality,City,,,,,,,,,,,,,,,,0.98,,,,,,,,
29,Msunduzi Municipality,City,,,,,,,,,,,,,,,,,,,,,,,,
30,City of Johannesburg,City,0.7,,,,0.69,0.68,0.68,0.72,0.67,0.67,0.67,0.68,0.68,0.68,0.69,0.71,0.71,0.72,,,,,,
30,City of Tshwane,City,0.7,,,,0.68,0.68,0.67,0.72,0.67,0.67,0.67,0.67,0.68,0.68,0.69,0.7,0.71,0.72,,,,,,
30,City of Cape Town,City,0.68,,,,0.68,0.68,0.68,0.73,0.68,0.68,0.68,0.68,0.69,0.69,0.7,0.72,0.72,0.73,,,,,,
30,EThekwini Municipality,City,0.63,,,,0.6,0.59,0.58,0.63,0.58,0.58,0.58,0.58,0.58,0.58,0.59,0.61,0.62,0.63,,,,,,
30,Ekurhuleni Municipality,City,0.67,,,,0.66,0.65,0.65,0.7,0.64,0.64,0.64,0.65,0.65,0.65,0.66,0.68,0.69,0.7,,,,,,
30,Nelson Mandela Bay Municipality,City,0.63,,,,0.61,0.61,0.61,0.67,0.6,0.6,0.61,0.61,0.62,0.62,0.63,0.65,0.66,0.67,,,,,,
30,Buffalo City Municipality,City,0.58,,,,0.58,0.57,0.57,0.65,0.57,0.57,0.57,0.58,0.59,0.59,0.6,0.63,0.64,0.65,,,,,,
30,Mangaung Municipality,City,0.6,,,,0.58,0.57,0.57,0.65,0.57,0.58,0.58,0.59,0.59,0.6,0.6,0.63,0.64,0.65,,,,,,
30,Msunduzi Municipality,City,0.62,,,,0.57,0.57,0.56,0.62,0.56,0.56,0.56,0.56,0.57,0.57,0.57,0.6,0.61,0.62,,,,,,
31,City of Johannesburg,City,,,,,,,,,,,,,,,,303942,,,,,,,,
31,City of Tshwane,City,,,,,,,,,,,,,,,,172677,,,,,,,,
31,City of Cape Town,City,,,,,,,,,,,,,,,,363753,,,,,,,,
31,EThekwini Municipality,City,,,,,,,,,,,,,,,,256971,,,,,,,,
31,Ekurhuleni Municipality,City,,,,,,,,,,,,,,,,154995,,,,,,,,
31,Nelson Mandela Bay Municipality,City,,,,,,,,,,,,,,,,76332,,,,,,,,
31,Buffalo City Municipality,City,,,,,,,,,,,,,,,,32640,,,,,,,,
31,Mangaung Municipality,City,,,,,,,,,,,,,,,,26898,,,,,,,,
31,Msunduzi Municipality,City,,,,,,,,,,,,,,,,,,,,,,,,
32,City of Johannesburg,City,,,,,,,,,,,,,,,,1354284,,,,,,,,
32,City of Tshwane,City,,,,,,,,,,,,,,,,865551,,,,,,,,
32,City of Cape Town,City,,,,,,,,,,,,,,,,976083,,,,,,,,
32,EThekwini Municipality,City,,,,,,,,,,,,,,,,867804,,,,,,,,
32,Ekurhuleni Municipality,City,,,,,,,,,,,,,,,,947637,,,,,,,,
32,Nelson Mandela Bay Municipality,City,,,,,,,,,,,,,,,,277155,,,,,,,,
32,Buffalo City Municipality,City,,,,,,,,,,,,,,,,193053,,,,,,,,
32,Mangaung Municipality,City,,,,,,,,,,,,,,,,207645,,,,,,,,
32,Msunduzi Municipality,City,,,,,,,,,,,,,,,,,,,,,,,,
33,City of Johannesburg,City,,,,,,,,,,,,,,,,711069,,,,,,,,
33,City of Tshwane,City,,,,,,,,,,,,,,,,468852,,,,,,,,
33,City of Cape Town,City,,,,,,,,,,,,,,,,526437,,,,,,,,
33,EThekwini Municipality,City,,,,,,,,,,,,,,,,394422,,,,,,,,
33,Ekurhuleni Municipality,City,,,,,,,,,,,,,,,,432219,,,,,,,,
33,Nelson Mandela Bay Municipality,City,,,,,,,,,,,,,,,,112836,,,,,,,,
33,Buffalo City Municipality,City,,,,,,,,,,,,,,,,73659,,,,,,,,
33,Mangaung Municipality,City,,,,,,,,,,,,,,,,88350,,,,,,,,
33,Msunduzi Municipality,City,,,,,,,,,,,,,,,,,,,,,,,,
34,City of Johannesburg,City,,,,,,,,,,474951381,474756204,476728007,493039487,505350244,502956153,,,,,,,,,
34,City of Tshwane,City,,,,,,,,,,235694250,234577659,291140281,263075471,274447685,265845467,,,,,,,,,
34,City of Cape Town,City,,,,,,,,,,282738423,294495896,308431938,315555297,325691626,331062488,,,,,,,,,
34,EThekwini Municipality,City,,,,,,,,,,288217464,294379376,303628029,320877966,331525801,332941393,,,,,,,,,
34,Ekurhuleni Municipality,City,,,,,,,,,,282970013,288375444,313659638,317977206,328769346,322249616,,,,,,,,,
34,Nelson Mandela Bay Municipality,City,,,,,,,,,,81870640,84594000,89757111,96600000,101452000,94036000,,,,,,,,,
34,Buffalo City Municipality,City,,,,,,,,,,57466405,56580616,58453856,62626224,63038875,62652039,,,,,,,,,
34,Mangaung Municipality,City,,,,,,,,,,62328407,63962428,72696207,75442966,79293547,79085845,,,,,,,,,
34,Msunduzi Municipality,City,,,,,,,,,,47320762,49713147,50772272,55690118,55426244,58492009,,,,,,,,,
35,City of Johannesburg,City,,,,,,,,,,281,255,244,229,223,217,,,,,,,,,
35,City of Tshwane,City,,,,,,,,,,255,203,262,227,235,228,,,,,,,,,
35,City of Cape Town,City,,,,,,,,,,187,193,208,206,203,190,,,,,,,,,
35,EThekwini Municipality,City,,,,,,,,,,167,163,163,164,161,162,,,,,,,,,
35,Ekurhuleni Municipality,City,,,,,,,,,,209,223,240,180,184,176,,,,,,,,,
35,Nelson Mandela Bay Municipality,City,,,,,,,,,,165,166,159,166,173,153,,,,,,,,,
35,Buffalo City Municipality,City,,,,,,,,,,128,129,128,140,131,148,,,,,,,,,
35,Mangaung Municipality,City,,,,,,,,,,154,151,141,150,153,155,,,,,,,,,
35,Msunduzi Municipality,City,,,,,,,,,,105,100,105,101,96,96,,,,,,,,,
36,National,National,,,,,,,,,,,,0.294,0.349,0.379,0.382,,,,,,,,,
37,City of Johannesburg,City,,,,,,,,,,98074852,124758894,140089312,171999735,191526520,192278493,,,,,,,,,
37,City of Tshwane,City,,,,,,,,,,33111034,69663487,77219473,75311083,78265087,70418810,,,,,,,,,
37,City of Cape Town,City,,,,,,,,,,66959869,65577704,61453386,63809479,75901218,83274562,,,,,,,,,
37,EThekwini Municipality,City,,,,,,,,,,83848289,93693751,101582818,116657415,129094301,124821938,,,,,,,,,
37,Ekurhuleni Municipality,City,,,,,,,,,,67269166,53370673,59036468,124088494,129712269,128276219,,,,,,,,,
37,Nelson Mandela Bay Municipality,City,,,,,,,,,,20198640,22159000,29412328,33300000,35037728,35122000,,,,,,,,,
37,Buffalo City Municipality,City,,,,,,,,,,24162953,22995048,24793783,25756971,28305370,25031372,,,,,,,,,
37,Mangaung Municipality,City,,,,,,,,,,24965280,27106874,38014431,38587412,41381522,39780713,,,,,,,,,
37,Msunduzi Municipality,City,,,,,,,,,,24742720,27925170,27873912,33388055,34072738,36838663,,,,,,,,,
38,City of Johannesburg,City,,,,,,,,,,,,,,0.9847,0.984,0.9769,0.9892,,,,,,,
38,City of Tshwane,City,,,,,,,,,,,,,,0.9576,0.964,0.9041,0.96,,,,,,,
38,City of Cape Town,City,,,,,,,,,,,,,,1,0.982,0.9761,0.98,,,,,,,
38,EThekwini Municipality,City,,,,,,,,,,,,,,0.965,0.961,0.9605,0.99,,,,,,,
38,Ekurhuleni Municipality,City,,,,,,,,,,,,,,0.968,0.968,0.9744,0.99,,,,,,,
38,Nelson Mandela Bay Municipality,City,,,,,,,,,,,,,,0.85,0.951,0.9011,0.9,,,,,,,
38,Buffalo City Municipality,City,,,,,,,,,,,,,,,0.952,0.9128,0.93,,,,,,,
38,Mangaung Municipality,City,,,,,,,,,,,,,,0.975,0.95,0.8556,0.84,,,,,,,
38,Msunduzi Municipality,City,,,,,,,,,,,,,,0.92,0.732,0.956,0.95,,,,,,,
39,City of Johannesburg,City,,,,,,,,,,,,,,0.94,0.905,,,,,,,,,
39,City of Tshwane,City,,,,,,,,,,,,,,0.75,0.638,,,,,,,,,
39,City of Cape Town,City,,,,,,,,,,,,,,0.82,86.8,,,,,,,,,
39,EThekwini Municipality,City,,,,,,,,,,,,,,0.8,0.906,,,,,,,,,
39,Ekurhuleni Municipality,City,,,,,,,,,,,,,,0.65,0.788,,,,,,,,,
39,Nelson Mandela Bay Municipality,City,,,,,,,,,,,,,,0.7,,,,,,,,,,
39,Buffalo City Municipality,City,,,,,,,,,,,,,,0.53,,,,,,,,,,
39,Mangaung Municipality,City,,,,,,,,,,,,,,0.54,0.38,,,,,,,,,
39,Msunduzi Municipality,City,,,,,,,,,,,,,,0.43,0.786,,,,,,,,,
40,City of Johannesburg,City,,,,,,,,,54828474,,,54608582,,,,59543254,,,,,,,,
40,City of Tshwane,City,,,,,,,,,34377785,,,30923181,,,,24075326,,,,,,,,
40,City of Cape Town,City,,,,,,,,,41161231,,,39392695,,,,49032887,,,,,,,,
40,EThekwini Municipality,City,,,,,,,,,30452115,,,31739142,,,,36693193,,,,,,,,
40,Ekurhuleni Municipality,City,,,,,,,,,2166212,,,26324768,,,,33621319,,,,,,,,
40,Nelson Mandela Bay Municipality,City,,,,,,,,,8295106,,,9648975,,,,7227901,,,,,,,,
40,Buffalo City Municipality,City,,,,,,,,,5230558,,,6916710,,,,6837861,,,,,,,,
40,Mangaung Municipality,City,,,,,,,,,6110847,,,,,,,4644950,,,,,,,,
40,Msunduzi Municipality,City,,,,,,,,,,,,,,,,,,,,,,,,
41,City of Johannesburg,City,,,,,,,,,21060701,,,29815847,,,,25986627,,,,,,,,
41,City of Tshwane,City,,,,,,,,,12329816,,,20580435,,,,18810915,,,,,,,,
41,City of Cape Town,City,,,,,,,,,22447842,,,27874053,,,,34951932,,,,,,,,
41,EThekwini Municipality,City,,,,,,,,,30799214,,,42052292,,,,46297291,,,,,,,,
41,Ekurhuleni Municipality,City,,,,,,,,,20487317,,,19367156,,,,26012974,,,,,,,,
41,Nelson Mandela Bay Municipality,City,,,,,,,,,7084454,,,9167559,,,,8168327,,,,,,,,
41,Buffalo City Municipality,City,,,,,,,,,3710560,,,5526508,,,,5596749,,,,,,,,
41,Mangaung Municipality,City,,,,,,,,,5919478,,,,,,,4563022,,,,,,,,
41,Msunduzi Municipality,City,,,,,,,,,,,,,,,,,,,,,,,,
42,City of Johannesburg,City,,,,,,,,,8525000,,,4140720,,,,4972696,,,,,,,,
42,City of Tshwane,City,,,,,,,,,12507353,,,9432385,,,,2991654,,,,,,,,
42,City of Cape Town,City,,,,,,,,,5037500,,,3055992,,,,4082400,,,,,,,,
42,EThekwini Municipality,City,,,,,,,,,37200,,,58320,,,,15649508,,,,,,,,
42,Ekurhuleni Municipality,City,,,,,,,,,4629633,,,6117440,,,,2238037,,,,,,,,
42,Nelson Mandela Bay Municipality,City,,,,,,,,,821500,,,626940,,,,629389,,,,,,,,
42,Buffalo City Municipality,City,,,,,,,,,2170000,,,1686804,,,,1679502,,,,,,,,
42,Mangaung Municipality,City,,,,,,,,,248000,,,,,,,124612,,,,,,,,
42,Msunduzi Municipality,City,,,,,,,,,,,,,,,,,,,,,,,,
43,City of Johannesburg,City,,,,,,,,,1056383,,,1498703,,,,245124,,,,,,,,
43,City of Tshwane,City,,,,,,,,,1508879,,,745096,,,,247874,,,,,,,,
43,City of Cape Town,City,,,,,,,,,2439917,,,2830399,,,,2166212,,,,,,,,
43,EThekwini Municipality,City,,,,,,,,,4517874,,,3134336,,,,4419178,,,,,,,,
43,Ekurhuleni Municipality,City,,,,,,,,,2347762,,,608622,,,,1289219,,,,,,,,
43,Nelson Mandela Bay Municipality,City,,,,,,,,,832672,,,457560,,,,393452,,,,,,,,
43,Buffalo City Municipality,City,,,,,,,,,1350770,,,2064721,,,,1719711,,,,,,,,
43,Mangaung Municipality,City,,,,,,,,,364472,,,,,,,204382,,,,,,,,
43,Msunduzi Municipality,City,,,,,,,,,,,,,,,,,,,,,,,,
44,City of Johannesburg,City,,,,,,,,,236655,,,14160,,,,145690,,,,,,,,
44,City of Tshwane,City,,,,,,,,,256489,,,51450,,,,99282,,,,,,,,
44,City of Cape Town,City,,,,,,,,,2608792,,,1750168,,,,2435083,,,,,,,,
44,EThekwini Municipality,City,,,,,,,,,2045980,,,3728055,,,,6066539,,,,,,,,
44,Ekurhuleni Municipality,City,,,,,,,,,857083,,,233306,,,,506537,,,,,,,,
44,Nelson Mandela Bay Municipality,City,,,,,,,,,278454,,,156927,,,,29707,,,,,,,,
44,Buffalo City Municipality,City,,,,,,,,,299620,,,28524,,,,189557,,,,,,,,
44,Mangaung Municipality,City,,,,,,,,,197257,,,,,,,53786,,,,,,,,
44,Msunduzi Municipality,City,,,,,,,,,,,,,,,,,,,,,,,,
45,City of Johannesburg,City,,,,,,,,,121124,,,40430,,,,218215,,,,,,,,
45,City of Tshwane,City,,,,,,,,,2509554,,,283302,,,,144740,,,,,,,,
45,City of Cape Town,City,,,,,,,,,3942250,,,4116144,,,,1633921,,,,,,,,
45,EThekwini Municipality,City,,,,,,,,,5660327,,,3664306,,,,1971092,,,,,,,,
45,Ekurhuleni Municipality,City,,,,,,,,,1079679,,,1225699,,,,540083,,,,,,,,
45,Nelson Mandela Bay Municipality,City,,,,,,,,,475274,,,999570,,,,699685,,,,,,,,
45,Buffalo City Municipality,City,,,,,,,,,537214,,,378228,,,,123875,,,,,,,,
45,Mangaung Municipality,City,,,,,,,,,47645,,,,,,,0,,,,,,,,
45,Msunduzi Municipality,City,,,,,,,,,,,,,,,,,,,,,,,,
46,City of Johannesburg,City,,,,,,,,,2249981,,,,,,,25769788,,,,,,,,
46,City of Tshwane,City,,,,,,,,,107239,,,,,,,128029,,,,,,,,
46,City of Cape Town,City,,,,,,,,,14114892,,,,,,,10093060,,,,,,,,
46,EThekwini Municipality,City,,,,,,,,,2764492,,,,,,,1617462,,,,,,,,
46,Ekurhuleni Municipality,City,,,,,,,,,51490556,,,,,,,22933505,,,,,,,,
46,Nelson Mandela Bay Municipality,City,,,,,,,,,2978871,,,,,,,17,,,,,,,,
46,Buffalo City Municipality,City,,,,,,,,,440661,,,,,,,554768,,,,,,,,
46,Mangaung Municipality,City,,,,,,,,,217062,,,,,,,198112,,,,,,,,
46,Msunduzi Municipality,City,,,,,,,,,,,,,,,,,,,,,,,,
47,City of Johannesburg,City,,,,,,,,,12471048,,,14593279,,,,58839270,,,,,,,,
47,City of Tshwane,City,,,,,,,,,7934512,,,11814438,,,,46081807,,,,,,,,
47,City of Cape Town,City,,,,,,,,,11874000,,,13504156,,,,46792716,,,,,,,,
47,EThekwini Municipality,City,,,,,,,,,10674977,,,10933396,,,,42365652,,,,,,,,
47,Ekurhuleni Municipality,City,,,,,,,,,12740392,,,15513210,,,,39547868,,,,,,,,
47,Nelson Mandela Bay Municipality,City,,,,,,,,,3067998,,,3095153,,,,13690099,,,,,,,,
47,Buffalo City Municipality,City,,,,,,,,,1305568,,,1293287,,,,6263430,,,,,,,,
47,Mangaung Municipality,City,,,,,,,,,1396694,,,1792294,,,,5325126,,,,,,,,
47,Msunduzi Municipality,City,,,,,,,,,1482218,,,,,,,,,,,,,,,
48,City of Johannesburg,City,,,,,,,,,,,,26060112,,,,18537957,,,,,,,,
48,City of Tshwane,City,,,,,,,,,15762562,,,19483285,,,,11980261,,,,,,,,
48,City of Cape Town,City,,,,,,,,,19330632,,,23039672,,,,18353781,,,,,,,,
48,EThekwini Municipality,City,,,,,,,,,,,,15980050,,,,17934080,,,,,,,,
48,Ekurhuleni Municipality,City,,,,,,,,,,,,30036156,,,,13671860,,,,,,,,
48,Nelson Mandela Bay Municipality,City,,,,,,,,,,,,3140801,,,,4168042,,,,,,,,
48,Buffalo City Municipality,City,,,,,,,,,,,,2810027,,,,3444628,,,,,,,,
48,Mangaung Municipality,City,,,,,,,,,2094679,,,,,,,2566386,,,,,,,,
48,Msunduzi Municipality,City,,,,,,,,,,,,289189,,,,,,,,,,,,
49,City of Johannesburg,City,,,,,,,,,,,,2020279,,,,7269160,,,,,,,,
49,City of Tshwane,City,,,,,,,,,28186867,,,5046586,,,,4030792,,,,,,,,
49,City of Cape Town,City,,,,,,,,,36709827,,,20722552,,,,20043476,,,,,,,,
49,EThekwini Municipality,City,,,,,,,,,,,,10361461,,,,11663702,,,,,,,,
49,Ekurhuleni Municipality,City,,,,,,,,,,,,18225937,,,,4479483,,,,,,,,
49,Nelson Mandela Bay Municipality,City,,,,,,,,,,,,1589340,,,,1698082,,,,,,,,
49,Buffalo City Municipality,City,,,,,,,,,,,,327427,,,,357419,,,,,,,,
49,Mangaung Municipality,City,,,,,,,,,,,,,,,,2340899,,,,,,,,
49,Msunduzi Municipality,City,,,,,,,,,15884627,,,140574,,,,,,,,,,,,
50,City of Johannesburg,City,,,,,,,,,,,,26831860,,,,20109492,,,,,,,,
50,City of Tshwane,City,,,,,,,,,,,,19771998,,,,18609021,,,,,,,,
50,City of Cape Town,City,,,,,,,,,,,,17746462,,,,12542036,,,,,,,,
50,EThekwini Municipality,City,,,,,,,,,,,,24146165,,,,37895172,,,,,,,,
50,Ekurhuleni Municipality,City,,,,,,,,,,,,12043697,,,,21356238,,,,,,,,
50,Nelson Mandela Bay Municipality,City,,,,,,,,,,,,6670315,,,,7879156,,,,,,,,
50,Buffalo City Municipality,City,,,,,,,,,,,,5525130,,,,4417947,,,,,,,,
50,Mangaung Municipality,City,,,,,,,,,,,,,,,,608530,,,,,,,,
50,Msunduzi Municipality,City,,,,,,,,,,,,871198,,,,,,,,,,,,
51,City of Johannesburg,City,,,,,,,,,,,,86250420,,,,111247068,,,,,,,,
51,City of Tshwane,City,,,,,,,,,46281975,,,52884764,,,,42579816,,,,,,,,
51,City of Cape Town,City,,,,,,,,,76673832,,,64999789,,,,100988653,,,,,,,,
51,EThekwini Municipality,City,,,,,,,,,,,,69499640,,,,139023928,,,,,,,,
51,Ekurhuleni Municipality,City,,,,,,,,,,,,46606490,,,,82298271,,,,,,,,
51,Nelson Mandela Bay Municipality,City,,,,,,,,,,,,17684318,,,,15264242,,,,,,,,
51,Buffalo City Municipality,City,,,,,,,,,,,,12004574,,,,12989378,,,,,,,,
51,Mangaung Municipality,City,,,,,,,,,,,,,,,,9406084,,,,,,,,
51,Msunduzi Municipality,City,,,,,,,,,,,,7783583,,,,,,,,,,,,
52,City of Johannesburg,City,,,,,,,,,1484842,,,1239906,,,,1242041,,,,,,,,
52,City of Tshwane,City,,,,,,,,,962857,,,4664165,,,,1682505,,,,,,,,
52,City of Cape Town,City,,,,,,,,,1784704,,,1136654,,,,2204190,,,,,,,,
52,EThekwini Municipality,City,,,,,,,,,1761693,,,37878,,,,2050057,,,,,,,,
52,Ekurhuleni Municipality,City,,,,,,,,,1853043,,,1924714,,,,2724806,,,,,,,,
52,Nelson Mandela Bay Municipality,City,,,,,,,,,,,,2255311,,,,782467,,,,,,,,
52,Buffalo City Municipality,City,,,,,,,,,26402,,,240947,,,,175191,,,,,,,,
52,Mangaung Municipality,City,,,,,,,,,271348,,,,,,,192091,,,,,,,,
52,Msunduzi Municipality,City,,,,,,,,,34013,,,1619,,,,,,,,,,,,
53,City of Johannesburg,City,,,,,,,,,,,,209676,,,,4061,,,,,,,,
53,City of Tshwane,City,,,,,,,,,,,,2663032,,,,589365,,,,,,,,
53,City of Cape Town,City,,,,,,,,,,,,,,,,760895,,,,,,,,
53,EThekwini Municipality,City,,,,,,,,,,,,3621700,,,,,,,,,,,,
53,Ekurhuleni Municipality,City,,,,,,,,,,,,842913,,,,6,,,,,,,,
53,Nelson Mandela Bay Municipality,City,,,,,,,,,,,,224151,,,,515,,,,,,,,
53,Buffalo City Municipality,City,,,,,,,,,,,,522681,,,,,,,,,,,,
53,Mangaung Municipality,City,,,,,,,,,,,,,,,,,,,,,,,,
53,Msunduzi Municipality,City,,,,,,,,,,,,983341,,,,,,,,,,,,
54,City of Johannesburg,City,,,,,,,,,,,,,,,,,,,2331,,,154662,,
54,City of Tshwane,City,,,,,,,,,,,,,,,,,,,,,,35000,,
54,City of Cape Town,City,,,,,,,,,,,,,,,,7770,,,7785,,,7905,,
54,EThekwini Municipality,City,,,,,,,,,,,,,,,,45000,,,45000,,,45000,,
54,Ekurhuleni Municipality,City,,,,,,,,,,,,,,,,,,,7531,,,21801,,
54,Nelson Mandela Bay Municipality,City,,,,,,,,,,,,,,,,,,,5000,,,5000,,
54,Buffalo City Municipality,City,,,,,,,,,,,,,,,,,,,,,,,,
54,Mangaung Municipality,City,,,,,,,,,,,,,,,,,,,,,,,,
54,Msunduzi Municipality,City,,,,,,,,,,,,,,,,,,,,,,,,
55,City of Johannesburg,City,,,,,,,,,,,,,,,,17310885,,,,,,,,
55,City of Tshwane,City,,,,,,,,,,,,,,,,3750306,,,,,,,,
55,City of Cape Town,City,,,,,,,,,,,,,,,,3792024,,,,,,,,
55,EThekwini Municipality,City,,,,,,,,,,,,,,,,1651893,,,,,,,,
55,Ekurhuleni Municipality,City,,,,,,,,,,,,,,,,2158878,,,,,,,,
55,Nelson Mandela Bay Municipality,City,,,,,,,,,,,,,,,,1046073,,,,,,,,
55,Buffalo City Municipality,City,,,,,,,,,,,,,,,,1580890,,,,,,,,
55,Mangaung Municipality,City,,,,,,,,,,,,,,,,,,,,,,,,
55,Msunduzi Municipality,City,,,,,,,,,,,,,,,,,,,,,,,,
56,City of Johannesburg,City,,,,,,,,,5.6,,,,,,,5.7,6.4,,,,,,,
56,City of Tshwane,City,,,,,,,,,8.1,,,,,,,7.5,5.7,,,,,,,
56,City of Cape Town,City,,,,,,,,,6.4,,,,,,,5.9,5.5,,,,,,,
56,EThekwini Municipality,City,,,,,,,,,5.6,,,,,,,7.3,,,,,,,,
56,Ekurhuleni Municipality,City,,,,,,,,,8.3,,,,,,,5.5,,,,,,,,
56,Nelson Mandela Bay Municipality,City,,,,,,,,,4.7,,,,,,,4.7,4.5,,,,,,,
56,Buffalo City Municipality,City,,,,,,,,,3.5,,,,,,,4,,,,,,,,
56,Mangaung Municipality,City,,,,,,,,,3.8,,,,,,,,2.9,,,,,,,
56,Msunduzi Municipality,City,,,,,,,,,6.3,,,,,,,5.7,,,,,,,,
57,City of Johannesburg,City,,,,,,,,,,,,,,,,,,52096.6,263664.2,,,,,
57,City of Tshwane,City,,,,,,,,,,,,,,,,,,24139.9,21461.6,,,,,
57,City of Cape Town,City,,,,,,,,,,,,,,,,,,,,,,,,
57,EThekwini Municipality,City,,,,,,,,,,,,,,,,3543,321262.8,1328357.2,6792942.9,,,,,
57,Ekurhuleni Municipality,City,,,,,,,,,,,,,,,,,5609.9,5120799.3,366978.8,,,,,
57,Nelson Mandela Bay Municipality,City,,,,,,,,,,,,,,,,7434,,22010126.5,15421621.5,,,,,
57,Buffalo City Municipality,City,,,,,,,,,,,,,,,,2391.2,2152.9,1091.1,25901.1,,,,,
57,Mangaung Municipality,City,,,,,,,,,,,,,,,,,,,,,,,,
57,Msunduzi Municipality,City,,,,,,,,,,,,,,,,,,,,,,,,
58,City of Johannesburg,City,,,,,,0.0626,,,,,,,,,,1,,,,,,,,
58,City of Tshwane,City,,,,,,0.0931,,,,,,,,,,1,,,,,,,,
58,City of Cape Town,City,,,,,,0.0025,,,,,,,,,,0,,,,,,,,
58,EThekwini Municipality,City,,,,,,0.0057,,,,,,,,,,0,,,,,,,,
58,Ekurhuleni Municipality,City,,,,,,0.1912,,,,,,,,,,7,,,,,,,,
58,Nelson Mandela Bay Municipality,City,,,,,,0.0028,,,,,,,,,,0,,,,,,,,
58,Buffalo City Municipality,City,,,,,,0.0061,,,,,,,,,,1,,,,,,,,
58,Mangaung Municipality,City,,,,,,0.0468,,,,,,,,,,1,,,,,,,,
58,Msunduzi Municipality,City,,,,,,0.0064,,,,,,,,,,,,,,,,,,
59,City of Johannesburg,City,,,,,,0.0165,,,,,,,,,,2,,,,,,,,
59,City of Tshwane,City,,,,,,0.029,,,,,,,,,,4,,,,,,,,
59,City of Cape Town,City,,,,,,0.0225,,,,,,,,,,2,,,,,,,,
59,EThekwini Municipality,City,,,,,,0.0704,,,,,,,,,,3,,,,,,,,
59,Ekurhuleni Municipality,City,,,,,,0.0144,,,,,,,,,,3,,,,,,,,
59,Nelson Mandela Bay Municipality,City,,,,,,0.0372,,,,,,,,,,2,,,,,,,,
59,Buffalo City Municipality,City,,,,,,0.1099,,,,,,,,,,5,,,,,,,,
59,Mangaung Municipality,City,,,,,,0.0379,,,,,,,,,,2,,,,,,,,
59,Msunduzi Municipality,City,,,,,,0.1737,,,,,,,,,,0,,,,,,,,
60,City of Johannesburg,City,,,,,,0.0065,,,,,,,,,,0,,,,,,,,
60,City of Tshwane,City,,,,,,0.0081,,,,,,,,,,0,,,,,,,,
60,City of Cape Town,City,,,,,,0.0022,,,,,,,,,,0,,,,,,,,
60,EThekwini Municipality,City,,,,,,0.0032,,,,,,,,,,1,,,,,,,,
60,Ekurhuleni Municipality,City,,,,,,0.0693,,,,,,,,,,0,,,,,,,,
60,Nelson Mandela Bay Municipality,City,,,,,,0.002,,,,,,,,,,0,,,,,,,,
60,Buffalo City Municipality,City,,,,,,0.0027,,,,,,,,,,0,,,,,,,,
60,Mangaung Municipality,City,,,,,,0.005,,,,,,,,,,,,,,,,,,
60,Msunduzi Municipality,City,,,,,,0.0046,,,,,,,,,,,,,,,,,,
61,City of Johannesburg,City,,,,,,0.0029,,,,,,,,,,0,,,,,,,,
61,City of Tshwane,City,,,,,,0.0103,,,,,,,,,,1,,,,,,,,
61,City of Cape Town,City,,,,,,0.0036,,,,,,,,,,0,,,,,,,,
61,EThekwini Municipality,City,,,,,,0.024,,,,,,,,,,1,,,,,,,,
61,Ekurhuleni Municipality,City,,,,,,0.0033,,,,,,,,,,0,,,,,,,,
61,Nelson Mandela Bay Municipality,City,,,,,,0.0092,,,,,,,,,,1,,,,,,,,
61,Buffalo City Municipality,City,,,,,,0.0669,,,,,,,,,,3,,,,,,,,
61,Mangaung Municipality,City,,,,,,0.0135,,,,,,,,,,0,,,,,,,,
61,Msunduzi Municipality,City,,,,,,0.094,,,,,,,,,,,,,,,,,,
62,City of Johannesburg,City,,,,,,,,,,,,,,,,,,,,,,,,
62,City of Tshwane,City,,,,,,,,,,,,,,,,,,,,,,,,
62,City of Cape Town,City,,,,,,,,,,,,,,,,,,,,,,,,
62,EThekwini Municipality,City,,,,,,,,,,,,,74703,74711,74500,75000,74500,,,,,,,
62,Ekurhuleni Municipality,City,,,,,,,,,,,,,,,,,,,,,,,,
62,Nelson Mandela Bay Municipality,City,,,,,,,,,,,,,,,,,,,,,,,,
62,Buffalo City Municipality,City,,,,,,,,,,,,,,,,,,,,,,,,
62,Mangaung Municipality,City,,,,,,,,,,,,,,,,,,,,,,,,
62,Msunduzi Municipality,City,,,,,,,,,,,,,,,,,,,,,,,,
63,City of Johannesburg,City,,,,,,,,,,,,,,,,,,,,18537957,,,,
63,City of Tshwane,City,,,,,,,,,,,,,,,,,,,,11980261,,,,
63,City of Cape Town,City,,,,,,,,,,,,,,,,,,,,18353781,,,,
